id,location,bathrooms,bedrooms,parking,size,agent,price
1342,Maitland,,,,765,ClareMart Auction Group,POA
1343,Newlands,3.0,3.0,3.0,366,Evolution Properties,6 450 000
1344,Vredehoek,5.0,4.0,2.0,313,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",9 495 000
1345,Fairways,3.0,9.0,6.0,496,RE/MAX Impact,3 750 000
1346,Ottery,2.0,3.0,1.0,306,Pam Golding Properties - South Eastern Suburbs,1 950 000
1347,Pinelands,1.0,2.0,2.0,311,"RE/MAX, Property Associates - Pinelands",2 100 000
1348,Camps Bay,3.5,4.0,2.0,497,RE/MAX Living,13 900 000
1349,Rondebosch,4.0,5.0,8.0,1143,Pam Golding Properties - Southern Suburbs,10 500 000
1350,Claremont Upper,2.0,2.0,2.0,153,Seeff Southern Suburbs,2 995 000
1351,Newlands,3.0,3.0,2.0,625,Pam Golding Properties - Southern Suburbs,5 450 000
1352,Claremont,1.0,3.0,7.0,411,Seeff Southern Suburbs,2 950 000
1353,Sea Point,2.5,3.0,1.0,129,Pam Golding Properties - Atlantic Seaboard,5 395 000
1354,Grassy Park,2.5,4.0,9.0,469,Eazi Real Estate,1 800 000
1355,Green Point,3.0,3.0,4.0,561,Seeff Sea Point - Sales,9 995 000
1356,Green Point,1.0,2.0,,108,Chas Everitt Atlantic Seaboard and City Bowl,2 995 000
1357,Marina Da Gama,2.0,4.0,4.0,527,"RE/MAX, Premier - Claremont",2 150 000
1358,Claremont Upper,2.0,2.0,2.0,153,Seeff Southern Suburbs,2 995 000
1359,Observatory,2.0,3.0,2.0,250,Tyson Properties Atlantic Seaboard,3 995 000
1360,Claremont Upper,3.5,4.0,2.0,495,Sotheby's International Realty - Claremont,8 250 000
1361,Surrey Estate,3.0,5.0,6.0,,Rawson Properties Ottery,2 500 000
1362,Belthorne Estate,3.0,5.0,,561,RE/MAX In Motion (Mitchells Plain),2 250 000
1363,Pelican Park,2.0,3.0,2.0,83,Momentum International Realty - Central,600 000
1364,Claremont Upper,3.5,3.0,2.0,184,Sotheby's International Realty - Claremont,7 000 000
1365,Oranjezicht,2.5,3.0,,148,RE/MAX Living,5 395 000
1366,Rondebosch East,5.0,6.0,2.0,446,Michelle Thomas Properties,3 999 000
1367,Belhar,2.0,3.0,2.0,517,We Trade Property - Northern Suburbs,1 650 000
1368,Woodstock,1.0,3.0,,,Lionlead Real Estate,2 100 000
1369,Pinelands,1.0,3.0,7.0,818,Harcourts Maynard Burgoyne,3 250 000
1370,Athlone,4.0,4.0,6.0,498,Pam Golding Properties - Southern Suburbs,2 950 000
1371,Camps Bay,2.5,3.0,2.0,142,The Cape Town Real Estate Company,11 500 000
1372,Bantry Bay,3.0,3.0,1.0,287,Lance Real Estate,5 250 000
1373,Observatory,2.0,4.0,,167,Rawson Properties Rawson Auctions Western Cape,2 000 000
1374,Observatory,2.0,2.0,,,RE/MAX Living,1 690 000
1375,Zwaanswyk,2.0,4.0,10.0,4755,Pam Golding Properties - Southern Suburbs,15 995 000
1376,Belhar,2.0,3.0,2.0,517,We Trade Property - Northern Suburbs,1 650 000
1377,Constantia,5.5,5.0,9.0,2124,Blue Chip Properties,8 950 000
1378,Rondebosch,,,,,RE/MAX Living,14 760 000
1379,Kenilworth,1.0,2.0,2.0,165,Heads Residential Property,2 295 000
1380,Constantia,2.5,4.0,5.0,2183,Pam Golding Properties - Southern Suburbs,6 999 000
1381,Gardens,2.5,2.0,,174,Pam Golding Properties - City Bowl,4 300 000
1382,Salt River,1.0,2.0,,124,Tyson Properties Atlantic Seaboard,1 750 000
1383,Marina Da Gama,2.0,3.0,1.0,525,Pam Golding Properties - Muizenberg,2 780 000
1384,Pinelands,2.0,4.0,2.0,838,Realty Atlas,2 795 000
1385,Ottery,2.0,4.0,14.0,,RE/MAX Elite,2 390 000
1386,Woodstock,2.0,6.0,,,"RE/MAX, Property Associates - Pinelands",2 350 000
1387,Cape Town City Centre,1.0,1.0,1.0,,REDZ etc,2 500 000
1388,Newlands,1.0,2.0,1.0,206,Seeff Southern Suburbs,3 500 000
1389,Constantia,2.0,3.0,3.0,306,Chas Everitt Cape Town South,3 350 000
1390,Constantia,4.0,5.0,2.0,1521,Greeff Christie's International Real Estate - Southern Suburbs,17 950 000
1391,Pelican Park,1.0,2.0,1.0,83,Erf Size,495 000
1392,Grassy Park,3.0,3.0,4.0,,Rawson Properties Ottery,1 495 000
1393,Woodstock,1.0,2.0,1.0,149,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 900 000
1394,Lavender Hill,1.0,1.0,1.0,191,Momentum International Realty - Central,380 000
1395,Zonnebloem,1.0,3.0,1.0,185,Steer International Properties,2 785 000
1396,Constantia,3.0,5.0,5.0,1499,Fine & Country - Associates,5 250 000
1397,Woodstock,2.0,4.0,3.0,318,"RE/MAX, Property Associates - Pinelands",3 650 000
1398,Belhar,1.0,3.0,1.0,180,FPS Properties,650 000
1399,Tokai,4.0,4.0,5.0,716,RE/MAX Elite,4 795 000
1400,Kensington,1.0,3.0,,,,1 850 000
1401,Constantia,4.0,5.0,4.0,1412,Fine & Country - Associates,6 995 000
1402,Observatory,2.0,3.0,1.0,215,Sharon Ball Properties,2 475 000
1403,Wynberg,2.5,3.0,2.0,215,Greeff Christie's International Real Estate - Southern Suburbs,1 995 000
1404,Muizenberg,3.0,4.0,6.0,445,Etienne Genis Attorneys,2 750 000
1405,Oranjezicht,3.0,6.0,8.0,677,Annenberg Property Group,10 500 000
1406,Pelican Park,1.0,2.0,1.0,83,Erf Size,495 000
1407,Mowbray,1.0,2.0,,122,"RE/MAX, Property Associates - Pinelands",2 200 000
1408,Claremont Upper,2.0,3.0,3.0,310,Pam Golding Properties - Southern Suburbs,5 900 000
1409,Fairways,1.0,3.0,1.0,496,Law24,1 795 000
1410,Woodstock,1.0,2.0,,,RE/MAX Living,2 595 000
1411,Observatory,1.0,4.0,1.0,262,Erf Size,1 990 000
1412,Constantia,6.0,5.0,3.0,1355,Pam Golding Properties - Southern Suburbs,28 500 000
1413,Constantia,5.0,5.0,7.0,1425,Fine & Country - Associates,7 250 000
1414,Surrey Estate,1.0,6.0,2.0,480,Momentum International Realty - Central,2 500 000
1415,Constantia,4.0,3.0,2.0,659,Greeff Christie's International Real Estate - Southern Suburbs,11 520 000
1416,High Constantia,3.0,5.0,13.0,4318,Lola Kramer Properties,15 900 000
1417,Constantia,2.5,3.0,2.0,1560,Greeff Christie's International Real Estate - Southern Suburbs,6 700 000
1418,Fresnaye,3.0,5.0,2.0,595,Lance Real Estate,19 950 000
1419,Bishop Lavis,1.0,3.0,2.0,394,Erf Size,999 000
1420,Walmer Estate,2.0,2.0,,116,Eazi Real Estate,2 500 000
1421,Bergvliet,2.0,5.0,2.0,892,Sotheby's International Realty - Tokai,4 990 000
1422,Crawford,1.0,3.0,,420,Leadhome,1 995 000
1423,Bishop Lavis,1.0,3.0,2.0,394,Erf Size,999 000
1424,Oranjezicht,3.5,4.0,4.0,405,Pam Golding Properties - City Bowl,9 900 000
1425,Woodstock,1.5,3.0,1.0,124,Law24,1 995 000
1426,Constantia,2.5,3.0,5.0,1349,Sotheby's International Realty - Tokai,6 500 000
1427,Constantia,5.0,5.0,6.0,2000,Fine & Country - Associates,10 900 000
1428,Constantia,5.5,5.0,3.0,2338,Pam Golding Properties - Southern Suburbs,12 500 000
1429,Kenilworth Upper,4.0,5.0,3.0,1011,The Cape Town Real Estate Company,7 900 000
1430,Green Point,2.0,3.0,2.0,292,Seeff Sea Point - Sales,5 695 000
1431,Newlands,3.5,4.0,4.0,773,Tyson Properties Southern Suburbs,5 950 000
1432,Bonteheuwel,1.0,2.0,1.0,107,Theron Property Group,499 000
1433,Zwaanswyk,,,,5000,Simply Perfect,19 950 000
1434,Fresnaye,2.0,3.0,,160,Tyson Properties Atlantic Seaboard,6 700 000
1435,Wynberg Upper,3.0,3.0,2.0,430,Seeff Southern Suburbs,5 500 000
1436,Kenilworth Upper,8.0,8.0,13.0,2825,Chas Everitt Cape Town South,20 000 000
1437,Woodstock,1.0,3.0,,91,Evolution Properties,1 585 000
1438,Kirstenhof,3.0,4.0,6.0,731,Sotheby's International Realty - Tokai,4 500 000
1439,Pelican Park,,2.0,1.0,206,We Trade Property - Northern Suburbs,795 000
1440,Kenilworth Upper,3.0,4.0,2.0,698,Rawson Properties Constantia,7 950 000
1441,Oranjezicht,2.0,3.0,1.0,241,RE/MAX Living,6 950 000
1442,Lavender Hill,1.0,4.0,,226,"RE/MAX, Property Associates - Pinelands",650 000
1443,Kenilworth Upper,6.5,6.0,9.0,2498,Dogon Group Southern Suburbs,18 750 000
1444,Tamboerskloof,7.0,7.0,2.0,620,RE/MAX Property Associates - Brackenfell,14 350 000
1445,Constantia,4.5,7.0,2.0,1552,Jawitz Constantia,7 995 000
1446,Vredehoek,2.0,3.0,2.0,208,Jawitz Atlantic Seaboard,3 595 000
1447,Higgovale,6.5,5.0,4.0,915,Tyson Properties Atlantic Seaboard,38 000 000
1448,Southfield,2.0,6.0,5.0,576,Erf Size,2 450 000
1449,Fresnaye,2.0,3.0,,160,Tyson Properties Atlantic Seaboard,6 700 000
1450,Rylands,3.5,5.0,3.0,1327,Jawitz South East Suburbs,4 450 000
1451,Woodstock,2.0,6.0,,,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 350 000
1452,Woodstock,2.0,5.0,,,Lionlead Real Estate,2 250 000
1453,Observatory,1.0,1.0,,128,Tyson Properties Atlantic Seaboard,2 350 000
1454,Newlands,3.5,5.0,2.0,743,Greeff Christie's International Real Estate - Southern Suburbs,11 500 000
1455,Woodstock,1.0,3.0,2.0,163,Alexo Property Brokers,1 650 000
1456,Mowbray,4.0,9.0,6.0,739,Greeff Christie's International Real Estate - Southern Suburbs,4 800 000
1457,Observatory,1.0,2.0,1.0,130,Property.CoZa - Atlantic Seaboard,1 850 000
1458,Belhar,2.0,3.0,1.0,,We Trade Property - Northern Suburbs,980 000
1459,Constantia,4.5,7.0,6.0,1552,Blue Chip Properties,7 995 000
1460,Salt River,2.0,2.0,,118,Tyson Properties Atlantic Seaboard,2 350 000
1461,Stonehurst Mountain Estate,4.5,4.0,6.0,562,Seeff False Bay - Muizenberg,8 750 000
1462,Rondebosch,2.0,4.0,4.0,406,Keller Williams Clockwork,3 950 000
1463,Ottery,2.0,3.0,1.0,425,Rawson Properties Rawson Auctions Western Cape,1 900 000
1464,Stonehurst Mountain Estate,4.5,4.0,6.0,562,Seeff False Bay - Muizenberg,8 750 000
1465,Bridgetown,2.0,4.0,1.0,356,Erf Size,1 550 000
1466,Constantia,3.0,4.0,8.0,2221,Brooks and Michaels,9 990 000
1467,Harfield Village,2.0,3.0,3.0,352,"RE/MAX, Premier - Claremont",2 750 000
1468,Claremont Upper,3.0,4.0,4.0,1998,Dogon Group Southern Suburbs,16 500 000
1469,Rondebosch,1.0,2.0,2.0,294,ClareMart Auction Group,POA
1470,Surrey Estate,2.0,5.0,6.0,,,1 800 000
1471,Walmer Estate,1.0,2.0,,,Lionlead Real Estate,1 880 000
1472,Claremont,7.0,8.0,8.0,832,Eazi Real Estate,6 850 000
1473,Athlone,2.0,4.0,1.0,595,RE/MAX In Motion (Mitchells Plain),2 299 000
1474,Woodstock,1.0,2.0,1.0,,Sale,2 000 000
1475,Observatory,2.0,6.0,2.0,301,Rawson Properties Constantia,2 700 000
1476,Crawford,12.0,10.0,10.0,986,Jawitz South East Suburbs,POA
1477,Fresnaye,4.5,4.0,5.0,723,Law Real Estate,95 000 000
1478,Kenwyn,4.0,5.0,,595,Property.CoZa - Atlantic Seaboard,3 900 000
1479,Pelican Park,1.0,2.0,,58,Rawson Properties Strandfontein,535 000
1480,Observatory,2.0,4.0,4.0,357,Rawson Properties Constantia,2 900 000
1481,Wynberg Upper,2.5,3.0,3.0,223,Hardie Property,2 450 000
1482,Newlands,1.0,2.0,1.0,200,Pam Sorel Properties,3 700 000
1483,Silvertown,2.0,4.0,5.0,,Rawson Properties Ottery,1 995 000
1484,Fresnaye,4.0,4.0,3.0,898,Robshaw Property Group,32 000 000
1485,Plumstead,2.0,3.0,4.0,496,"RE/MAX, Premier - Claremont",3 295 000
1486,Constantia,3.5,5.0,6.0,1499,Pam Golding Properties - Southern Suburbs,8 495 000
1487,Camps Bay,4.0,4.0,3.0,825,Pam Golding Properties - Camps Bay,15 950 000
1488,Bonteheuwel,1.0,2.0,,121,RE/MAX Living,595 000
1489,Constantia,4.0,4.0,4.0,1655,Blue Chip Properties,13 995 000
1490,Constantia,4.0,4.0,4.0,1655,Blue Chip Properties,13 995 000
1491,Maitland,1.0,2.0,,156,ClareMart Auction Group,POA
1492,Walmer Estate,1.0,2.0,2.0,157,RE/MAX Living,2 750 000
1493,Kenilworth Upper,4.0,4.0,4.0,1394,Seeff Southern Suburbs,7 450 000
1494,Rondebosch,3.0,3.0,2.0,464,Seeff Southern Suburbs,5 200 000
1495,Nyanga,2.0,2.0,1.0,275,FPS Properties,580 000
1496,Wynberg,3.5,5.0,4.0,605,Robshaw Property Group,4 200 000
1497,Plumstead,2.0,4.0,2.0,520,Chas Everitt Cape Town South,2 450 000
1498,Maitland,1.0,1.0,1.0,,Pam Golding Properties - Goodwood / Athlone / Belhar,495 000
1499,Bishop Lavis,1.0,3.0,2.0,400,Realty Atlas,1 095 000
1500,Camps Bay,3.0,4.0,2.0,1041,Pam Golding Properties - Camps Bay,19 995 000
1501,Camps Bay,2.0,3.0,2.0,926,Pam Golding Properties - Camps Bay,14 995 000
1502,Lansdowne,1.0,4.0,3.0,,,2 300 000
1503,Constantia,3.0,5.0,8.0,1299,Pam Golding Properties - Southern Suburbs,4 850 000
1504,Woodstock,1.0,2.0,,125,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1 950 000
1505,Bakoven,5.0,7.0,4.0,1082,Pam Golding Properties - Camps Bay,35 000 000
1506,Bergvliet,3.0,3.0,2.0,,,3 950 000
1507,Diep River,2.0,2.0,4.0,451,"RE/MAX, Premier - Claremont",2 995 000
1508,Meadowridge,2.0,4.0,3.0,787,Fine & Country - Associates,3 895 000
1509,Pinelands,2.0,3.0,2.0,773,Sotheby's International Realty - Claremont,3 999 000
1510,Nyanga,2.0,2.0,1.0,275,FPS Properties,580 000
1511,Marina Da Gama,2.0,3.0,2.0,564,Keller Williams Explore Properties,2 650 000
1512,Claremont,2.0,3.0,4.0,325,Seeff Southern Suburbs,4 795 000
1513,Pelican Park,1.0,2.0,,83,Theron Property Group,460 000
1514,Fresnaye,2.0,3.0,4.0,787,Engel & Volkers Camps Bay,16 500 000
1515,Constantia,6.0,6.0,6.0,9490,"RE/MAX, Property Associates - Pinelands",POA
1516,Newlands,3.0,3.0,2.0,148,Chas Everitt Cape Town South,6 900 000
1517,Observatory,1.0,2.0,,115,Tyson Properties Atlantic Seaboard,2 300 000
1518,Observatory,1.0,3.0,,149,Erf Size,1 900 000
1519,Rondebosch,3.0,4.0,6.0,940,Imagine Properties,6 795 000
1520,Constantia,5.5,5.0,2.0,875,Greeff Christie's International Real Estate - Southern Suburbs,11 950 000
1521,Kalk Bay,2.0,3.0,,199,"RE/MAX, Premier - Claremont",4 800 000
1522,Muizenberg,9.0,11.0,11.0,875,"CCH Properties, Western Cape and South Africa",7 850 000
1523,Tamboerskloof,7.0,6.0,1.0,408,"RE/MAX, Premier - Claremont",8 700 000
1524,Lansdowne,3.0,4.0,1.0,495,Momentum International Realty - Central,2 225 000
1525,Seawinds,1.0,2.0,2.0,176,Omega Real Estate,695 000
1526,Costa Da Gama,2.0,3.0,3.0,208,Seeff False Bay - Muizenberg,1 450 000
1527,Kenilworth,2.0,3.0,4.0,790,Pam Golding Properties - Southern Suburbs,3 500 000
1528,Plumstead,1.5,4.0,3.0,493,Heads Residential Property,2 895 000
1529,Muizenberg,1.0,2.0,2.0,149,Pam Golding Properties - Muizenberg,1 350 000
1530,Constantia,3.0,4.0,2.0,5392,Rawson Properties Constantia,18 000 000
1531,Woodstock,1.0,2.0,1.0,149,Leadhome,1 799 900
1532,Fresnaye,2.0,3.0,4.0,787,Engel & Volkers Camps Bay,16 500 000
1533,Muizenberg,2.0,3.0,,,Keller Williams Explore Properties,1 850 600
1534,Wynberg Upper,2.0,2.0,2.0,454,Dogon Group Southern Suburbs,2 250 000
1535,Salt River,1.0,2.0,1.0,152,Eazi Real Estate,1 300 000
1536,Newlands,3.5,3.0,3.0,288,Rawson Properties Claremont,4 700 000
1537,Wynberg Upper,1.0,2.0,2.0,216,"RE/MAX, Premier - Claremont",2 395 000
1538,Claremont Upper,3.0,3.0,2.0,496,Knight Frank,6 995 000
1539,Oranjezicht,4.0,4.0,3.0,670,"Kapstadt International Properties cc, Gardens",15 900 000
1540,Wynberg,2.5,4.0,1.0,245,Greeff Christie's International Real Estate - Southern Suburbs,1 795 000
1541,Bergvliet,2.0,4.0,4.0,561,Fine & Country - Associates,3 895 000
1542,Newlands,3.5,3.0,3.0,288,Rawson Properties Claremont,4 700 000
1543,Newlands,2.0,3.0,1.0,108,Pam Golding Properties - Southern Suburbs,3 800 000
1544,Claremont,2.0,3.0,2.0,229,Ikapa Properties,3 495 000
1545,Clifton,4.0,4.0,,180,The Cape Town Real Estate Company,POA
1546,Oranjezicht,2.0,2.0,,168,Jawitz Atlantic Seaboard,3 995 000
1547,Observatory,2.0,5.0,1.0,392,Tyson Properties Atlantic Seaboard,3 250 000
1548,Claremont Upper,5.5,5.0,3.0,743,Dogon Group Southern Suburbs,13 950 000
1549,Constantia,3.0,5.0,6.0,1539,Fine & Country - Associates,6 500 000
1550,Constantia,3.0,5.0,3.0,1170,Fine & Country - Associates,8 900 000
1551,Woodstock,1.0,3.0,,157,Chas Everitt Atlantic Seaboard and City Bowl,2 490 000
1552,Stonehurst Mountain Estate,5.0,4.0,1.0,1029,Stonehurst Properties,9 700 000
1553,Woodstock,1.0,2.0,1.0,144,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3 695 000
1554,Observatory,1.0,3.0,,111,Michelle Thomas Properties,1 790 000
1555,Zonnebloem,1.0,3.0,1.0,81,Erf Size,2 195 000
1556,Kirstenhof,2.0,3.0,3.0,756,Lola Kramer Properties,3 495 000
1557,Muizenberg,1.0,2.0,2.0,150,FinServe Property,1 400 000
1558,Wynberg,1.0,3.0,1.0,,RE/MAX Impact,1 480 000
1559,Constantia,2.0,5.0,,9453,Sotheby's International Realty - Tokai,19 900 000
1560,Pelican Park,3.0,5.0,6.0,,RE/MAX Impact,1 190 000
1561,Bishopscourt Village,2.0,3.0,2.0,535,Pam Golding Properties - Southern Suburbs,5 200 000
1562,Muizenberg,1.0,2.0,2.0,150,FinServe Property,1 400 000
1563,Green Point,3.0,3.0,,212,Percipient Properties,4 950 000
1564,Vredehoek,4.0,6.0,4.0,251,NS Property Solutions,6 990 000
1565,Plumstead,3.5,6.0,3.0,808,Sotheby's International Realty - Claremont,3 700 000
1566,Mowbray,3.0,4.0,4.0,524,Pam Golding Properties - Southern Suburbs,3 400 000
1567,Woodstock,2.0,3.0,1.0,133,Olive Properties,2 995 000
1568,Marina Da Gama,4.5,5.0,4.0,640,Tyson Properties Southern Suburbs,3 950 000
1569,Tokai,2.5,2.0,,,Sotheby's International Realty - Tokai,8 500 000
1570,Lotus River,1.0,4.0,5.0,539,Chas Everitt Cape Town South,1 450 000
1571,Observatory,1.0,3.0,2.0,,Accommodation Warehouse International,2 950 000
1572,Mowbray,2.5,5.0,4.0,327,Pam Golding Properties - Southern Suburbs,2 700 000
1573,Pinelands,2.0,5.0,6.0,818,Harcourts Maynard Burgoyne,4 995 000
1574,Kalk Bay,,2.0,2.0,122,Pam Golding Properties - Southern Peninsula,6 850 000
1575,Constantia,4.5,4.0,2.0,2000,Greeff Christie's International Real Estate - Southern Suburbs,23 950 000
1576,Camps Bay,3.0,4.0,3.0,552,Seeff Camps Bay - Sales,8 950 000
1577,Three Anchor Bay,2.0,3.0,,125,Rawson Properties Atlantic,4 395 000
1578,Valhalla Park,1.0,3.0,,131,RE/MAX In Motion (Mitchells Plain),349 000
1579,Pinelands,2.0,4.0,2.0,1050,Knight Frank,3 950 000
1580,Constantia,2.0,5.0,2.0,1355,Blue Chip Properties,11 500 000
1581,Constantia,4.0,6.0,2.0,3395,Greeff Christie's International Real Estate - Southern Suburbs,9 500 000
1582,Sea Point,3.0,5.0,4.0,182,RE/MAX Living,5 900 000
1583,Thornton,2.0,3.0,4.0,603,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2 049 000
1584,Marina Da Gama,2.0,3.0,2.0,309,RE/MAX Elite,1 650 000
1585,Claremont Upper,2.0,3.0,,175,Seeff Southern Suburbs,2 795 000
1586,Camps Bay,4.0,4.0,4.0,,Lionlead Real Estate,29 900 000
1587,Kenilworth,1.0,2.0,2.0,225,"RE/MAX, Premier - Claremont",1 995 000
1588,Woodstock,1.0,3.0,,189,Evolution Properties,1 595 000
1589,Claremont,1.0,2.0,2.0,259,"RE/MAX, Premier - Claremont",2 799 000
1590,Kirstenhof,2.0,3.0,7.0,949,Seeff Southern Suburbs,3 650 000
1591,Fresnaye,3.0,4.0,3.0,430,RE/MAX Living,13 995 000
1592,Kenilworth,2.0,3.0,2.0,108,Rawson Properties Constantia,1 995 000
1593,Kirstenhof,3.0,4.0,6.0,598,Keller Williams Eden,2 985 000
1594,Pinelands,2.0,3.0,1.0,349,"RE/MAX, Property Associates - Pinelands",2 850 000
1595,Camps Bay,4.5,6.0,6.0,805,Dogon Group Sea Point - Head Office,40 250 000
1596,Kirstenhof,3.0,4.0,6.0,598,Keller Williams Eden,2 985 000
1597,Wynberg Upper,1.0,2.0,1.0,178,Rawson Properties Constantia,2 790 000
1598,Marina Da Gama,1.0,3.0,2.0,217,Cape Coastal Property Group - Fish Hoek,1 500 000
1599,Constantia,4.0,4.0,2.0,650,Rezprop,13 995 000
1600,Grassy Park,3.0,9.0,2.0,488,RE/MAX In Motion (Mitchells Plain),1 695 000
1601,Rosebank,2.0,4.0,3.0,490,Greeff Christie's International Real Estate - Southern Suburbs,4 950 000
1602,Fresnaye,5.0,5.0,5.0,633,Pam Golding Properties - Atlantic Seaboard,29 995 000
1603,Muizenberg,1.0,2.0,1.0,248,RE/MAX In Motion (Mitchells Plain),1 395 000
1604,Newlands,2.0,3.0,1.0,,Chas Everitt Cape Town South,3 200 000
1605,Camps Bay,2.0,3.0,2.0,668,RE/MAX Living,8 995 000
1606,Belhar,1.0,2.0,1.0,,We Trade Property - Northern Suburbs,700 000
1607,Tamboerskloof,4.0,4.0,1.0,314,Pam Golding Properties - City Bowl,7 995 000
1608,Pinelands,3.0,3.0,1.0,725,Evolution Properties,3 900 000
1609,Constantia Hill Estate,3.0,3.0,6.0,1614,Rawson Properties Constantia,6 900 000
1610,Tamboerskloof,4.0,4.0,2.0,496,RE/MAX Living,16 900 000
1611,Newlands,2.0,3.0,1.0,,Chas Everitt Cape Town South,3 200 000
1612,Constantia,6.0,6.0,12.0,4032,Hardie Property,39 500 000
1613,Woodstock,2.0,2.0,,152,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3 250 000
1614,Kenilworth Upper,2.0,3.0,2.0,243,Keller Williams Eden,5 900 000
1615,Belhar,1.0,3.0,,,Harcourts House of Real Estate,1 695 000
1616,Marina Da Gama,2.0,3.0,2.0,629,Sotheby's International Realty - South Peninsula,3 500 000
1617,Grassy Park,1.0,2.0,2.0,,RE/MAX In Motion (Mitchells Plain),1 295 000
1618,Gardens,1.0,3.0,,560,Tyson Properties Atlantic Seaboard,6 450 000
1619,Wynberg,2.0,3.0,,240,Keller Williams Explore Properties,1 650 000
1620,Marina Da Gama,3.0,3.0,3.0,650,Latsky Properties,2 450 000
1621,Constantia,4.5,4.0,8.0,1665,Sotheby's International Realty - Tokai,6 495 000
1622,Constantia,4.0,4.0,4.0,1365,Fine & Country - Associates,5 450 000
1623,Plumstead,6.0,6.0,10.0,1345,Jawitz Constantia,6 500 000
1624,Gardens,1.0,2.0,1.0,181,RE/MAX Living,4 450 000
1625,Constantia,4.0,4.0,4.0,1365,Fine & Country - Associates,5 450 000
1626,Woodstock,2.0,5.0,,,,13 000 000
1627,Constantia,3.0,5.0,2.0,873,Pam Golding Properties - Southern Suburbs,4 375 000
1628,Constantia,2.0,4.0,9.0,8293,Pam Golding Properties - Southern Suburbs,15 995 000
1629,Bakoven,2.0,2.0,1.0,211,Hamiltons Property Portfolio - Cape Town,15 995 000
1630,Fresnaye,3.0,3.0,2.0,,,17 385 000
1631,Woodstock,2.0,3.0,,161,Evolution Properties,1 895 000
1632,Seawinds,1.0,3.0,4.0,240,Erf Size,795 000
1633,Muizenberg,8.0,6.0,4.0,574,"RE/MAX, Premier - Claremont",5 950 000
1634,Vredehoek,5.0,7.0,5.0,541,Jawitz Atlantic Seaboard,7 495 000
1635,Constantia,6.5,7.0,10.0,3380,"RE/MAX, Property Associates - Pinelands",7 850 000
1636,Rondebosch,4.0,5.0,8.0,1331,Pam Golding Properties - Southern Suburbs,8 400 000
1637,Heathfield,1.0,3.0,2.0,,Greeff Christie's International Real Estate - Southern Suburbs,1 495 000
1638,Claremont Upper,3.0,4.0,1.0,405,RE/MAX Living,4 900 000
1639,Newlands,3.0,4.0,2.0,738,Sotheby's International Realty - Claremont,5 600 000
1640,Constantia,3.0,4.0,8.0,3283,Fine & Country - Associates,8 995 000
1641,Claremont Upper,4.0,5.0,2.0,732,Rawson Properties Constantia,7 995 000
1642,Woodstock,2.0,4.0,,127,Sale,2 740 000
1643,Constantia,7.0,6.0,4.0,4006,Sotheby's International Realty - Tokai,31 500 000
1644,Vredehoek,6.0,6.0,2.0,543,Omega Real Estate,7 400 000
1645,Pelican Park,2.0,4.0,3.0,300,Omega Real Estate,2 250 000
1646,Observatory,1.0,3.0,,223,Pam Golding Properties - Southern Suburbs,2 150 000
1647,Observatory,2.0,3.0,1.0,299,Erf Size,3 650 000
1648,Newlands,3.0,4.0,2.0,738,Sotheby's International Realty - Claremont,5 600 000
1649,Pelican Park,1.0,2.0,,,,430 000
1650,Philippi East,1.0,3.0,,162,Jawitz South East Suburbs,350 000
1651,Ottery,3.0,4.0,5.0,400,Greeff Christie's International Real Estate - Southern Suburbs,2 390 000
1652,Grassy Park,2.0,3.0,2.0,625,property4SALE,1 795 000
1653,Bergvliet,4.0,4.0,4.0,744,Seeff Southern Suburbs,4 350 000
1654,Rondebosch East,3.0,4.0,3.0,496,Diversity Real Estate,3 600 000
1655,Belle Constantia,3.0,5.0,15.0,2019,"LRE Group, Rondebosch",6 650 000
1656,Ottery,2.0,3.0,4.0,389,Jawitz South East Suburbs,1 795 000
1657,Clifton,4.0,4.0,,406,Lance Real Estate,14 950 000
1658,Claremont,2.0,3.0,,241,Keller Williams Explore Properties,2 375 000
1659,Tokai,3.0,4.0,5.0,912,RE/MAX Elite,3 750 000
1660,Woodstock,1.0,3.0,,168,Evolution Properties,1 595 000
1661,Gardens,1.0,3.0,,140,Steer International Properties,4 650 000
1662,Tokai,1.0,1.0,1.0,383,The Agency Property Group,3 900 000
1663,Ottery,1.0,3.0,1.0,615,Pam Golding Properties - South Eastern Suburbs,2 095 000
1664,Surrey Estate,3.0,4.0,,595,Jawitz South East Suburbs,2 150 000
1665,Plumstead,1.0,3.0,3.0,472,Jawitz Constantia,2 250 000
1666,Observatory,2.5,3.0,2.0,160,Dogon Group Sea Point - Head Office,3 295 000
1667,Harfield Village,,3.0,2.0,366,Percipient Properties,2 645 000
1668,Stonehurst Mountain Estate,3.0,4.0,2.0,1000,Chas Everitt Cape Town South,11 500 000
1669,Claremont,2.0,3.0,1.0,496,Rawson Properties Constantia,4 500 000
