id,location,bathrooms,bedrooms,parking,size,agent,price
1,Constantia,3.0,5.0,4.0,2000,Seeff Southern Suburbs,13250000
2,Silvertree Estate,4.0,5.0,4.0,603,Stonehurst Properties,10495000
3,Rondebosch,3.0,5.0,2.0,936,Seeff Southern Suburbs,8700000
4,Constantia,5.0,7.0,8.0,2032,Seeff Southern Suburbs,11500000
5,Llandudno,4.0,4.0,4.0,991,Seeff Hout Bay and Llandudno,19800000
6,Retreat,2.0,3.0,2.0,572,Realty Professionals,2195000
7,Costa Da Gama,1.0,3.0,4.0,161,RE/MAX Impact,1720000
8,Tokai,4.0,4.0,4.0,1085,Seeff Southern Suburbs,4950000
9,Wynberg Upper,4.0,4.0,2.0,918,Pam Golding Properties - Southern Suburbs,5550000
10,Green Point,4.0,5.0,2.0,314,Chas Everitt Atlantic Seaboard and City Bowl,14995000
11,Constantia,2.0,3.0,7.0,2670,Seeff Southern Suburbs,8900000
12,Kirstenhof,2.0,3.0,3.0,840,Century 21 Southern Suburbs,2600000
13,Camps Bay,8.5,8.0,8.0,1034,Seeff Camps Bay - Sales,65000000
14,Newlands,2.0,4.0,2.0,894,Alexo Property Brokers,4850000
15,Constantia,4.5,5.0,2.0,2743,Sotheby's International Realty - Tokai,11950000
16,Sea Point,3.5,4.0,,267,RE/MAX Living,7950000
17,Meadowridge,2.0,3.0,2.0,716,Alexo Property Brokers,3250000
18,Silvertree Estate,4.0,5.0,4.0,603,Stonehurst Properties,10495000
19,Southfield,2.0,4.0,4.0,530,Sotheby's International Realty - Claremont,2395000
20,Rondebosch,3.0,4.0,7.0,729,Pam Golding Properties - Southern Suburbs,5175000
21,Constantia,5.0,4.0,3.0,1375,Sotheby's International Realty - Tokai,32000000
22,Newlands,3.5,4.0,2.0,654,Sale,11550000
23,Constantia,5.5,5.0,7.0,1437,Pam Golding Properties - Southern Suburbs,19900000
24,Newlands,2.0,3.0,2.0,495,Alexo Property Brokers,5200000
25,Claremont,2.0,3.0,3.0,312,Eazi Real Estate,2500000
26,Rondebosch,2.5,3.0,5.0,319,Link Property People,3995000
27,Llandudno,5.0,4.0,5.0,993,The Agency Property Group,17995000
28,Lakeside,6.0,10.0,8.0,1228,Pam Golding Properties - Southern Suburbs,9980000
29,Kenilworth,1.0,2.0,1.0,242,Eazi Real Estate,2750000
30,Camps Bay,5.0,5.0,3.0,902,Chas Everitt Atlantic Seaboard and City Bowl,11900000
31,Bergvliet,3.0,4.0,4.0,833,Erf Size,3650000
32,Claremont,2.0,4.0,3.0,396,Seeff Southern Suburbs,4400000
33,Constantia,3.0,3.0,2.0,781,Upton Properties Newlands,13650000
34,Fresnaye,3.5,4.0,2.0,688,RE/MAX Living,12950000
35,Wynberg Upper,3.0,3.0,4.0,712,Seeff Southern Suburbs,2800000
36,Woodstock,1.0,3.0,,129,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1725000
37,Diep River,2.5,3.0,3.0,703,Seeff Southern Suburbs,2450000
38,Constantia,3.0,3.0,2.0,448,Upton Properties Newlands,12750000
39,Constantia,3.0,3.0,2.0,814,Upton Properties Newlands,13595000
40,Plumstead,2.0,3.0,2.0,284,Greeff Christie's International Real Estate - Southern Suburbs,1925000
41,Claremont,2.0,3.0,3.0,516,Seeff Southern Suburbs,3495000
42,Camps Bay,5.0,5.0,3.0,902,Chas Everitt Atlantic Seaboard and City Bowl,11900000
43,Bergvliet,2.0,3.0,2.0,612,Seeff Southern Suburbs,3450000
44,Oranjezicht,5.0,4.0,2.0,501,Pam Golding Properties - City Bowl,11900000
45,Claremont,2.0,3.0,,443,Seeff Southern Suburbs,3795000
46,Sea Point,2.0,2.0,2.0,178,Pam Golding Properties - Atlantic Seaboard,4250000
47,Muizenberg,2.0,3.0,1.0,201,Property.CoZa - Southern Peninsula,1375000
48,Woodstock,2.0,3.0,,187,Seeff Southern Suburbs,2495000
49,Camps Bay,2.5,4.0,2.0,744,Seeff Camps Bay - Sales,11250000
50,Rondebosch East,5.0,6.0,4.0,495,Sale,3750000
51,Claremont,1.0,2.0,2.0,130,"RE/MAX, Premier - Claremont",1699000
52,Newlands,3.0,4.0,6.0,1004,Link Property People,9900000
53,Woodstock,2.0,2.0,1.0,172,Pam Golding Properties - Southern Suburbs,3100000
54,Plumstead,2.0,4.0,3.0,496,"RE/MAX, Property Associates - Pinelands",3495000
55,Gardens,5.0,5.0,,212,Pam Golding Properties - City Bowl,5995000
56,Observatory,2.0,3.0,1.0,272,Sale,3500000
57,Woodstock,4.0,6.0,2.0,478,Evolution Properties,4295000
58,Gardens,3.0,3.0,1.0,363,Pam Golding Properties - City Bowl,7195000
59,Plumstead,2.0,4.0,3.0,496,"RE/MAX, Property Associates - Pinelands",3495000
60,Newlands,4.0,4.0,4.0,1202,Evolution Properties,7450000
61,De Waterkant,3.0,3.0,,93,"Leapfrog, City Bowl",9950000
62,Sea Point,3.0,4.0,2.0,527,RE/MAX Living,10900000
63,Gardens,2.0,4.0,1.0,217,Eazi Real Estate,5450000
64,Constantia,4.5,6.0,4.0,2718,Sotheby's International Realty - Tokai,8449000
65,Mountview,3.0,3.0,4.0,421,"LRE Group, Rondebosch",2400000
66,Kenilworth Upper,3.0,6.0,2.0,2379,Sotheby's International Realty - Claremont,9450000
67,Penlyn Estate,2.0,3.0,4.0,444,"LRE Group, Rondebosch",2350000
68,Green Point,5.0,7.0,,165,RE/MAX Living,4600000
69,Plumstead,3.0,5.0,3.0,471,Seeff Southern Suburbs,3100000
70,Claremont,2.0,3.0,1.0,397,Knightsbridge Properties,5440000
71,Camps Bay,3.0,3.0,5.0,,Lionlead Real Estate,12500000
72,Constantia,4.0,4.0,4.0,2207,Blue Chip Properties,16000000
73,Constantia,3.5,4.0,6.0,1426,Blue Chip Properties,9950000
74,Constantia,2.5,4.0,5.0,1561,Pam Golding Properties - Southern Suburbs,5950000
75,Observatory,3.0,3.0,2.0,214,"RE/MAX, Premier - Claremont",3450000
76,Claremont Upper,2.5,3.0,2.0,430,Sale,5950000
77,Oranjezicht,3.0,3.0,1.0,464,Leadhome,8000000
78,Tamboerskloof,1.0,2.0,,194,"Kapstadt International Properties cc, Gardens",4500000
79,Stonehurst Mountain Estate,5.0,5.0,6.0,1654,Pam Golding Properties - Southern Suburbs,14995000
80,Pinelands,2.0,3.0,7.0,923,Harcourts Maynard Burgoyne,3300000
81,Marina Da Gama,1.0,2.0,2.0,312,Keller Williams Explore Properties,2180000
82,Rondebosch,3.0,5.0,3.0,518,"RE/MAX, Premier - Claremont",4500000
83,Oranjezicht,3.0,3.0,1.0,464,Leadhome,8000000
84,Lakeside,2.0,3.0,3.0,130,"RE/MAX, Premier - Claremont",2295000
85,Sea Point,3.0,3.0,2.0,316,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",5650000
86,Constantia,4.0,4.0,5.0,2022,Tyson Properties Southern Suburbs,15000000
87,Vredehoek,3.0,3.0,2.0,357,Pam Golding Properties - City Bowl,5995000
88,Wynberg Upper,3.0,4.0,3.0,535,CARADOC | CAPE PROPERTY SPECIALISTS,4750000
89,Camps Bay,3.5,4.0,4.0,659,Seeff Camps Bay - Sales,13950000
90,Kensington,2.0,4.0,2.0,490,Alexander Swart Durbanville,2795000
91,Observatory,2.0,3.0,2.0,274,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3295000
92,Marina Da Gama,2.0,2.0,2.0,174,Keller Williams Explore Properties,1590000
93,Kreupelbosch,2.0,4.0,3.0,1120,Alexo Property Brokers,5600000
94,Newlands,2.5,3.0,2.0,628,Greeff Christie's International Real Estate - Southern Suburbs,5590000
95,Rondebosch,1.0,2.0,,128,Seeff Southern Suburbs,1950000
96,Rondebosch,2.0,4.0,7.0,991,Pam Golding Properties - Southern Suburbs,4950000
97,Oranjezicht,5.0,5.0,1.0,596,RE/MAX Living,8738998
98,Claremont,2.0,2.0,2.0,243,Chas Everitt Cape Town South,2495000
99,Marina Da Gama,2.0,2.0,2.0,174,Keller Williams Explore Properties,1590000
100,Rosebank,1.0,2.0,,153,Robshaw Property Group,2050000
101,Newfields,1.0,3.0,5.0,352,"LRE Group, Rondebosch",1350000
102,Rosebank,2.0,3.0,4.0,496,Tyson Properties Southern Suburbs,5700000
103,Claremont Upper,3.0,4.0,6.0,805,Seeff Southern Suburbs,4950000
104,Camps Bay,3.0,4.0,2.0,1521,RE/MAX Living,17950000
105,Newlands,3.5,3.0,4.0,898,Tyson Properties Southern Suburbs,6950000
106,Sea Point,3.0,3.0,1.0,184,Sale,6750000
107,Tokai,2.0,3.0,4.0,496,Seeff Southern Suburbs,3950000
108,Bergvliet,3.0,3.0,7.0,862,"RE/MAX, Premier - Claremont",3895000
109,Sea Point,3.0,3.0,1.0,184,Sale,6750000
110,Marina Da Gama,4.0,5.0,6.0,540,"RE/MAX, Premier - Claremont",2850000
111,Kenilworth,3.0,6.0,4.0,495,Pam Golding Properties - Southern Suburbs,4495000
112,Ferness Estate,3.0,4.0,4.0,595,RE/MAX Impact,2700000
113,Woodstock,2.0,3.0,1.0,404,"LRE Group, Rondebosch",4999000
114,Woodstock,2.0,3.0,,238,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3795000
115,Mowbray,2.0,4.0,5.0,565,Pam Golding Properties - Southern Suburbs,3400000
116,Plumstead,2.0,3.0,1.0,496,Tyson Properties Southern Suburbs,2450000
117,Claremont,3.0,4.0,5.0,,Blue Chip Properties,6495000
118,Kirstenhof,2.0,3.0,2.0,258,"RE/MAX, Premier - Claremont",2250000
119,Marina Da Gama,2.0,3.0,1.0,394,Keller Williams Explore Properties,2495000
120,Constantia,4.0,4.0,2.0,692,Blue Chip Properties,10650000
121,Plumstead,2.0,3.0,4.0,395,Pam Golding Properties - Southern Suburbs,2250000
122,Claremont,2.0,4.0,4.0,571,Seeff Southern Suburbs,4500000
123,Observatory,1.0,2.0,1.0,129,Erf Size,1850000
124,Claremont Upper,2.0,3.0,3.0,362,Pam Golding Properties - Southern Suburbs,5750000
125,Observatory,2.0,3.0,,129,RE/MAX Living,1850000
126,Observatory,2.0,3.0,1.0,168,RE/MAX Living,2995000
127,Newlands,2.5,3.0,4.0,496,Link Property People,6850000
128,Bergvliet,3.0,4.0,4.0,507,Sale,3350000
129,Plumstead,2.0,4.0,3.0,496,Seeff Southern Suburbs,2775000
130,Claremont,2.0,4.0,6.0,496,Seeff Southern Suburbs,4600000
131,Claremont,2.0,5.0,7.0,496,Pam Golding Properties - Southern Suburbs,3900000
132,Fresnaye,4.0,4.0,2.0,398,RE/MAX Living,10950000
133,Fresnaye,4.0,4.0,2.0,398,RE/MAX Living,10950000
134,Bergvliet,2.0,4.0,2.0,560,Seeff Southern Suburbs,3230000
135,Tamboerskloof,3.0,4.0,1.0,397,Hardie Property,7900000
136,Sea Point,2.5,3.0,1.0,198,Pam Golding Properties - Atlantic Seaboard,5950000
137,Stonehurst Mountain Estate,4.5,4.0,6.0,1392,Pam Golding Properties - Southern Suburbs,11995000
138,Claremont Upper,4.0,4.0,3.0,499,Alexo Property Brokers,5400000
139,Claremont Upper,4.5,4.0,4.0,496,Robshaw Property Group,8750000
140,Walmer Estate,2.0,3.0,,,Property.CoZa - Atlantic Seaboard,4100000
141,Woodstock,2.0,3.0,1.0,323,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3395000
142,Claremont Upper,3.0,5.0,4.0,800,"RE/MAX, Premier - Claremont",4400000
143,Wynberg Upper,2.0,3.0,1.0,236,Alexo Property Brokers,2550000
144,Sea Point,2.0,2.0,1.0,281,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",4950000
145,Muizenberg,2.0,4.0,,402,Property.CoZa - Southern Peninsula,2793000
146,Ocean View,1.0,3.0,2.0,293,Property.CoZa - Southern Peninsula,935000
147,Pinelands,5.0,5.0,2.0,1580,ClareMart Auction Group,POA
148,Claremont,2.0,3.0,2.0,372,Knight Frank,4650000
149,Camps Bay,3.5,4.0,4.0,659,Engel & Volkers Atlantic Seaboard & City Bowl,13950000
150,Constantia,2.0,4.0,4.0,792,Keller Williams Eden,5150000
151,Claremont,1.0,3.0,1.0,392,Seeff Southern Suburbs,3700000
152,Claremont Upper,2.5,3.0,2.0,187,Law Real Estate,4199000
153,Oranjezicht,2.0,3.0,4.0,610,"Kapstadt International Properties cc, Gardens",8500000
154,Kenilworth Upper,8.0,8.0,11.0,2842,Realty Professionals,20000000
155,Muizenberg,1.0,2.0,2.0,196,Pam Golding Properties - Muizenberg,1270000
156,Wynberg Upper,1.0,2.0,,109,Rawson Properties Constantia,1490000
157,Diep River,2.0,4.0,1.0,651,Eazi Real Estate,3295000
158,Newlands,2.5,3.0,2.0,265,Tyson Properties Southern Suburbs,8300000
159,Newlands,3.0,4.0,6.0,616,"RE/MAX, Premier - Claremont",6200000
160,Kenilworth,2.0,3.0,2.0,245,Seeff Southern Suburbs,2550000
161,Plumstead,2.0,3.0,3.0,565,Port Commercial Properties,2295000
162,Kenwyn,3.0,4.0,4.0,617,Pam Golding Properties - Southern Suburbs,2850000
163,Lotus River,2.0,3.0,1.0,457,Keller Williams Eden,1550000
164,Newlands,2.5,3.0,2.0,265,Tyson Properties Southern Suburbs,8300000
165,Stonehurst Mountain Estate,5.0,5.0,12.0,1130,Sale,16995000
166,Marina Da Gama,2.0,2.0,1.0,342,Keller Williams Explore Properties,2500000
167,Pinelands,4.0,5.0,6.0,1074,Seeff Pinelands,4795000
168,Kenwyn,2.0,4.0,4.0,622,"RE/MAX, Premier - Claremont",2850000
169,Pinelands,1.0,3.0,2.0,870,Greeff Christie's International Real Estate - Southern Suburbs,2995000
170,Salt River,2.0,3.0,1.0,238,Blueprint Realty,POA
171,Claremont,4.0,4.0,7.0,936,Dogon Group Southern Suburbs,5800000
172,Claremont,8.0,9.0,14.0,1524,"RE/MAX, Premier - Claremont",8000000
173,Observatory,1.0,2.0,,175,PropertyFox,2190000
174,Kenilworth,1.0,4.0,10.0,579,Sale,2950000
175,Higgovale,3.5,4.0,2.0,988,Pam Golding Properties - City Bowl,18200000
176,Plumstead,3.0,4.0,3.0,595,Eazi Real Estate,2495000
177,Vredehoek,4.0,4.0,3.0,450,Pam Golding Properties - City Bowl,10900000
178,Pinelands,3.0,4.0,2.0,1117,Greeff Christie's International Real Estate - Southern Suburbs,4595000
179,Observatory,6.0,6.0,2.0,149,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2995000
180,Observatory,1.0,2.0,2.0,126,Sale,1999995
181,Lakeside,2.0,3.0,5.0,659,Sale,3499000
182,Woodstock,1.0,4.0,1.0,149,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1795000
183,Belhar,2.0,3.0,3.0,495,"RE/MAX, Property Associates - Kuils River",2400000
184,Woodstock,1.0,4.0,1.0,149,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1795000
185,Observatory,1.0,3.0,,149,Rawson Properties Constantia,1900000
186,Kirstenhof,2.0,3.0,2.0,242,Eazi Real Estate,2495000
187,Lakeside,2.5,3.0,1.0,184,"RE/MAX, Premier - Claremont",2280000
188,Heathfield,1.0,3.0,3.0,490,RE/MAX Elite,2199000
189,Kenilworth Upper,4.0,4.0,2.0,619,Link Property People,4950000
190,Claremont,3.5,5.0,4.0,743,Seeff Southern Suburbs,6650000
191,Wetton,2.0,3.0,3.0,447,Pam Golding Properties - South Eastern Suburbs,2295000
192,Higgovale,3.0,2.0,1.0,206,Sale,8000000
193,Mowbray,3.0,4.0,2.0,803,Knight Frank,4850000
194,Mowbray,2.0,3.0,1.0,,Rose Eedes Properties,2375000
195,Vredehoek,3.0,5.0,2.0,229,Tyson Properties Atlantic Seaboard,6995000
196,Claremont,2.0,4.0,6.0,743,Knight Frank,5000000
197,Bergvliet,1.0,3.0,2.0,833,"RE/MAX, Property Associates - Pinelands",3650000
198,Meadowridge,3.0,6.0,5.0,803,Sale,4300000
199,Observatory,1.0,2.0,1.0,186,Property.CoZa - Atlantic Seaboard,1950000
200,Green Point,1.0,2.0,,163,RE/MAX Living,4950000
201,Oranjezicht,2.0,3.0,2.0,315,Pam Golding Properties - City Bowl,5995000
202,Meadowridge,1.5,3.0,6.0,,Jawitz Constantia,3750000
203,Philadelphia,2.0,3.0,7.0,919,Victory Estates,2950000
204,Bergvliet,1.0,3.0,2.0,833,"RE/MAX, Property Associates - Pinelands",3650000
205,Sea Point,1.0,2.0,1.0,144,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",3195000
206,Kenilworth,2.0,4.0,4.0,496,Rawson Properties Constantia,3300000
207,Pinelands,2.0,3.0,3.0,811,Harcourts Maynard Burgoyne,3250000
208,Gardens,3.0,3.0,,155,Dogon Group Sea Point - Head Office,2950000
209,Wetton,4.5,5.0,10.0,4365,"RE/MAX, Premier - Claremont",9800000
210,Claremont Upper,2.0,4.0,4.0,714,Pam Golding Properties - Southern Suburbs,9900000
211,Green Point,3.0,3.0,1.0,165,RE/MAX Living,4850000
212,Walmer Estate,,,,308,Erf Size,3750000
213,Tokai,5.0,7.0,6.0,994,Jawitz Constantia,6600000
214,Fresnaye,2.0,3.0,3.0,496,Seeff Sea Point - Sales,10500000
215,Observatory,2.0,4.0,4.0,197,Vineyard Estates,3795000
216,Kenilworth,3.5,4.0,4.0,703,Rawson Properties Constantia,4950000
217,Claremont Upper,3.5,3.0,7.0,878,Greeff Christie's International Real Estate - Southern Suburbs,12995000
218,Bergvliet,2.0,3.0,4.0,833,Chas Everitt Cape Town South,3925000
219,Claremont Upper,2.0,2.0,2.0,498,Pam Golding Properties - Southern Suburbs,6650000
220,Observatory,2.0,4.0,4.0,197,Vineyard Estates,3795000
221,Claremont Upper,4.0,5.0,3.0,1011,"RE/MAX, Premier - Claremont",8500000
222,Constantia,4.5,4.0,11.0,4078,Pam Golding Properties - Southern Suburbs,11250000
223,Gardens,6.0,6.0,3.0,408,Property.CoZa - Atlantic Seaboard,8400000
224,Stonehurst Mountain Estate,3.0,3.0,4.0,614,Chas Everitt Cape Town South,6750000
225,Fresnaye,4.0,6.0,3.0,495,Seeff Sea Point - Sales,14950000
226,Constantia,3.0,4.0,2.0,2613,Rawson Properties Constantia,12900000
227,Diep River,3.0,5.0,4.0,544,Keller Williams Eden,3200000
228,Rondebosch,3.0,4.0,4.0,901,Pam Golding Properties - Southern Suburbs,8500000
229,De Waterkant,1.5,2.0,,79,"Kapstadt International Properties cc, Gardens",5200000
230,Newlands,3.0,5.0,2.0,595,Keller Williams Eden,7450000
231,Stonehurst Mountain Estate,3.5,3.0,5.0,614,Seeff False Bay - Muizenberg,6750000
232,Stonehurst Mountain Estate,3.5,3.0,5.0,607,Stonehurst Properties,6750000
233,Tokai,3.5,7.0,6.0,856,Seeff Southern Suburbs,4995000
234,Fairways,2.0,3.0,1.0,495,Pam Golding Properties - South Eastern Suburbs,1950000
235,Retreat,2.0,3.0,3.0,200,Keller Williams Explore Properties,2095000
236,Constantia,5.0,7.0,12.0,3533,Seeff Southern Suburbs,15995000
237,Kenilworth Upper,4.5,4.0,8.0,1667,Hardie Property,15900000
238,Surrey Estate,,,,595,Erf Size,1599000
239,Constantia,6.0,6.0,5.0,1895,"RE/MAX, Premier - Claremont",14999000
240,Gardens,5.0,5.0,,185,RE/MAX Living,5950000
241,Walmer Estate,,,,322,Erf Size,6990000
242,Philadelphia,4.0,3.0,12.0,1600,Rawson Properties Milnerton,6250000
243,Walmer Estate,,,,322,Erf Size,6990000
244,Oranjezicht,2.5,5.0,2.0,495,Engel & Volkers Atlantic Seaboard & City Bowl,9500000
245,Pinelands,3.0,5.0,6.0,818,Sale,4250000
246,Claremont Upper,3.5,5.0,6.0,880,Seeff Southern Suburbs,12995000
247,St James,4.0,3.0,3.0,1411,Engel & Volkers False Bay,17500000
248,Sybrand Park,3.0,6.0,1.0,625,Rawson Properties Claremont,3500000
249,Pinelands,4.0,5.0,6.0,920,"RE/MAX, Premier - Claremont",4400000
250,Tokai,3.0,4.0,,465,Rawson Properties Constantia,3495000
251,Tokai,2.0,3.0,,1016,Sotheby's International Realty - Tokai,5250000
252,Mowbray,1.0,3.0,,130,Rawson Properties Constantia,1700000
253,Langa,2.0,4.0,2.0,256,Erf Size,849000
254,Oranjezicht,3.0,4.0,,495,RE/MAX Living,10300000
255,Kenilworth,1.0,3.0,1.0,263,Rawson Properties Constantia,2495000
256,Woodstock,2.0,3.0,3.0,271,"RE/MAX, Premier - Claremont",2995000
257,Lakeside,2.0,2.0,1.0,596,"RE/MAX, Premier - Claremont",2695000
258,Clifton,7.5,6.0,7.0,1481,Hamiltons Property Portfolio - Cape Town,POA
259,Constantia Heights,5.0,4.0,6.0,1400,Sale,17950000
260,Kenilworth,1.5,3.0,2.0,,Alexo Property Brokers,3000000
261,Pinelands,3.0,5.0,3.0,1034,Sharon Van Rensburg Properties,7400000
262,Pinati,2.0,7.0,3.0,412,Realty Professionals,1650000
263,Bishop Lavis,1.0,3.0,1.0,400,Rawson Properties Rawson Auctions Western Cape,800000
264,Marina Da Gama,2.0,3.0,2.0,448,Pam Golding Properties - Muizenberg,3995000
265,Zonnebloem,1.0,2.0,2.0,59,Omega Real Estate,1900000
266,Philippi,8.0,8.0,,183,Property.CoZa - Northern Suburbs Cape Town,1200000
267,Claremont Upper,4.5,4.0,4.0,927,Seeff Southern Suburbs,12750000
268,Rondebosch East,2.0,3.0,2.0,588,Jawitz South East Suburbs,3295000
269,Kalk Bay,2.0,2.0,2.0,275,Engel & Volkers False Bay,3995000
270,Kenilworth Upper,3.0,4.0,2.0,991,Seeff Southern Suburbs,5900000
271,Rondebosch East,2.0,3.0,2.0,588,Jawitz South East Suburbs,3295000
272,Claremont,2.0,1.0,10.0,498,Link Property People,4995000
273,Muizenberg,2.0,3.0,2.0,261,Erf Size,1565000
274,Woodstock,1.0,2.0,,151,BAE Estates & Escapes,1649999
275,Newlands,4.0,4.0,5.0,1280,Seeff Southern Suburbs,10700000
276,Gardens,4.5,4.0,2.0,252,"Kapstadt International Properties cc, Gardens",4850000
277,Salt River,1.0,3.0,1.0,90,ClareMart Auction Group,POA
278,Ottery,2.0,3.0,2.0,473,Erf Size,1875000
279,Constantia,2.5,3.0,9.0,1770,Sotheby's International Realty - Tokai,7995000
280,Heathfield,2.0,3.0,6.0,595,"RE/MAX, Premier - Claremont",2395000
281,Kirstenhof,3.5,6.0,4.0,700,Asher Properties,3200000
282,Camps Bay,3.0,3.0,,1088,Keller Williams Eden,13500000
283,Kenilworth,2.0,3.0,2.0,248,Keller Williams Eden,2549000
284,Wynberg Upper,2.0,3.0,3.0,311,Seeff Southern Suburbs,4950000
285,Plumstead,2.0,3.0,2.0,518,Greeff Christie's International Real Estate - Southern Suburbs,2995000
286,Lotus River,3.0,5.0,1.0,607,Greeff Christie's International Real Estate - Southern Suburbs,1495000
287,Tokai,2.0,2.0,2.0,496,RE/MAX Elite,4150000
288,Wynberg Upper,2.0,3.0,3.0,311,Seeff Southern Suburbs,4950000
289,Pinelands,2.5,4.0,2.0,920,Seeff Pinelands,4795000
290,Muizenberg,1.0,3.0,4.0,180,Engel & Volkers False Bay,1495000
291,Claremont Upper,4.5,4.0,2.0,496,Seeff Southern Suburbs,7999000
292,Meadowridge,3.0,3.0,2.0,703,NDS Real Estate,3950000
293,Vredehoek,3.0,3.0,2.0,213,Pam Golding Properties - City Bowl,3500000
294,Pinati,1.5,3.0,5.0,595,Eazi Real Estate,1950000
295,Observatory,6.0,18.0,1.0,235,Rawson Properties Rawson Auctions Western Cape,8495000
296,Maitland,1.0,2.0,1.0,211,"LRE Group, Rondebosch",950000
297,Plumstead,1.5,3.0,6.0,520,Eazi Real Estate,2745000
298,Green Point,2.0,2.0,,146,Tyson Properties Atlantic Seaboard,4450000
299,Oranjezicht,5.0,5.0,4.0,919,Dogon Group Sea Point - Head Office,23900000
300,Pinelands,2.0,5.0,4.0,951,ClareMart Auction Group,POA
301,Constantia,5.5,5.0,6.0,1437,Greeff Christie's International Real Estate - Southern Suburbs,19900000
302,Claremont,2.0,4.0,4.0,727,Vineyard Estates,4750000
303,Oranjezicht,3.0,4.0,2.0,631,"Kapstadt International Properties cc, Gardens",8900000
304,Lakeside,2.0,4.0,2.0,641,Asher Properties,2950000
305,Oranjezicht,4.0,4.0,2.0,920,RE/MAX Living,19000000
306,Vredehoek,1.0,2.0,1.0,229,Sotheby's International Realty - Atlantic Seaboard & City Bowl,3950000
307,Kensington,1.0,3.0,1.0,232,Seeff Goodwood,1250000
308,Fisantekraal,1.0,2.0,1.0,221,Attorney Realtor Hub,480000
309,Observatory,1.0,2.0,2.0,157,Sale,2295000
310,Pinelands,2.0,5.0,4.0,951,ClareMart Auction Group,POA
311,Diep River,2.0,2.0,2.0,245,Sale,1775000
312,Steenberg Golf Estate,4.0,3.0,4.0,822,Steenberg Property Sales,19000000
313,Tokai,2.0,3.0,5.0,1200,Greeff Christie's International Real Estate - Southern Suburbs,4495000
314,Harfield Village,3.0,3.0,1.0,314,Heads Residential Property,2695000
315,Matroosfontein,1.0,2.0,,,Harcourts House of Real Estate,950000
316,Salt River,2.0,6.0,1.0,196,Rawson Properties Rawson Auctions Western Cape,3995000
317,Tokai,3.0,4.0,2.0,550,Erf Size,3995000
318,Green Point,3.5,4.0,4.0,292,RE/MAX Living,15500000
319,Vredehoek,2.0,4.0,3.0,790,"Kapstadt International Properties cc, Gardens",12950000
320,Frogmore Estate,2.0,4.0,5.0,664,"RE/MAX, Premier - Claremont",2495000
321,Southfield,1.0,3.0,2.0,200,Harcourts Maynard Burgoyne,1295000
322,Zeekoevlei,1.0,3.0,4.0,329,Eazi Real Estate,1600000
323,Bishopscourt,5.5,5.0,10.0,2741,Dogon Group Southern Suburbs,26950000
324,Plumstead,1.0,3.0,,610,ClareMart Auction Group,POA
325,Tamboerskloof,3.5,4.0,2.0,873,Pam Golding Properties - City Bowl,14900000
326,Woodstock,1.0,3.0,1.0,155,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2175000
327,Vredehoek,2.0,4.0,3.0,790,"Kapstadt International Properties cc, Gardens",12950000
328,Belhar,1.0,2.0,2.0,305,We Trade Property - Northern Suburbs,1250000
329,Constantia,5.5,5.0,7.0,1437,Seeff Southern Suburbs,19900000
330,Retreat,1.0,3.0,2.0,216,Jawitz South East Suburbs,1390000
331,Retreat,1.0,3.0,2.0,446,Jawitz South East Suburbs,1750000
332,Meadowridge,1.5,4.0,1.0,743,Erf Size,3350000
333,Oranjezicht,5.0,12.0,,,Sotheby's International Realty - Atlantic Seaboard & City Bowl,12250000
334,Thornton,3.0,5.0,5.0,717,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2895000
335,Walmer Estate,2.0,2.0,1.0,130,Meridian Realty,2500000
336,Observatory,1.0,2.0,,119,Evolution Properties,1520000
337,Claremont Upper,3.5,4.0,3.0,1041,Seeff Southern Suburbs,9995000
338,Kirstenhof,2.0,4.0,8.0,725,Alexo Property Brokers,2900000
339,Constantia,3.0,3.0,2.0,1075,Upton Properties Newlands,13995000
340,Rondebosch,2.0,3.0,2.0,689,ClareMart Auction Group,POA
341,Thornton,3.0,4.0,4.0,595,RE/MAX Property Centre - Bothasig,2650000
342,Zeekoevlei,3.0,5.0,8.0,840,Erf Size,2750000
343,Bantry Bay,8.0,6.0,2.0,980,RE/MAX Living,69000000
344,Gardens,3.0,3.0,1.0,364,RE/MAX Living,7195000
345,Mowbray,2.0,3.0,5.0,508,Greeff Christie's International Real Estate - Southern Suburbs,4200000
346,Zeekoevlei,3.0,5.0,8.0,840,Erf Size,2750000
347,Green Point,3.0,4.0,2.0,230,Erf Size,6950000
