id,location,bathrooms,bedrooms,parking,size,agent,price
1089,Constantia,2.0,3.0,10.0,2676,Blue Chip Properties,8900000
1090,Fresnaye,2.0,3.0,2.0,200,Dogon Group Sea Point - Head Office,8299000
1091,Constantia,2.0,3.0,10.0,2676,Blue Chip Properties,8900000
1092,Kenilworth,1.0,3.0,3.0,233,Chas Everitt Cape Town South,2200000
1093,Stonehurst Mountain Estate,3.0,3.0,2.0,198,Chas Everitt Cape Town South,4700000
1094,Claremont,3.0,3.0,4.0,394,Mayfair Property Group,2795000
1095,Kenilworth,2.0,3.0,2.0,251,Norgarb Properties,2695000
1096,Bishopscourt,2.0,3.0,3.0,3643,Rawson Properties Constantia,12500000
1097,Kenilworth Upper,2.0,3.0,1.0,369,Keller Williams Eden,3595000
1098,Dennedal,3.5,5.0,2.0,992,Greeff Christie's International Real Estate - Southern Suburbs,6995000
1099,Thornton,3.0,3.0,2.0,631,"RE/MAX, Property Associates - Pinelands",2350000
1100,Belhar,1.0,2.0,1.0,,Prosperity Real Estates Western Cape,670000
1101,Belhar,1.0,4.0,,373,Erf Size,1500000
1102,Woodstock,2.0,4.0,2.0,,Sale,4000000
1103,Bonteheuwel,1.0,2.0,3.0,230,ERA Northern Suburbs,549000
1104,Pinelands,1.0,2.0,1.0,300,Sharon Van Rensburg Properties,1950000
1105,Lansdowne,1.5,3.0,3.0,520,Pam Golding Properties - South Eastern Suburbs,2595000
1106,Harfield Village,2.0,4.0,6.0,402,Tyson Properties Southern Suburbs,4495000
1107,Dennedal,3.5,5.0,2.0,992,Greeff Christie's International Real Estate - Southern Suburbs,6995000
1108,Vredehoek,2.0,3.0,2.0,210,"Kapstadt International Properties cc, Gardens",4995000
1109,Pelican Park,,,,342,The Real Estate Company Cape Town,2800000
1110,Bishopscourt,2.0,4.0,2.0,579,"RE/MAX, Premier - Claremont",5650000
1111,Thornton,1.0,3.0,5.0,598,Seeff Pinelands,2475000
1112,Marina Da Gama,2.0,3.0,2.0,,Seeff False Bay - Muizenberg,2250000
1113,Pinelands,2.0,3.0,4.0,1168,Sharon Van Rensburg Properties,4495000
1114,Rondebosch,1.0,3.0,8.0,496,"RE/MAX, Premier - Claremont",3695000
1115,Fresnaye,4.5,4.0,2.0,269,Jawitz Atlantic Seaboard,11750000
1116,Bantry Bay,4.5,4.0,1.0,526,Air Property,27000000
1117,Pinati,2.0,4.0,,,"RE/MAX, Property Associates - Pinelands",2299000
1118,St James,3.0,4.0,2.0,1580,Engel & Volkers False Bay,14000000
1119,Plumstead,3.0,6.0,12.0,1100,Jawitz Constantia,4650000
1120,Plumstead,1.5,3.0,4.0,1277,Eazi Real Estate,3295000
1121,Bantry Bay,3.5,3.0,3.0,969,Seeff Sea Point - Sales,33995000
1122,Pinelands,5.5,9.0,3.0,1074,Jawitz Pinelands,3750000
1123,Kenilworth,1.0,3.0,2.0,495,Seeff Southern Suburbs,2950000
1124,Pelican Park,1.0,3.0,1.0,203,RE/MAX Impact,1050000
1125,Claremont Upper,2.0,3.0,2.0,400,Jawitz Constantia,5950000
1126,Claremont Upper,5.0,4.0,1.0,597,Sale,5500000
1127,Rondebosch,5.0,5.0,2.0,1120,Keller Williams Eden,10995000
1128,Pelican Park,1.0,3.0,1.0,203,RE/MAX Impact,1050000
1129,Ocean View,1.0,2.0,1.0,109,Seeff False Bay - Muizenberg,620000
1130,Constantia,2.5,4.0,2.0,1704,Jawitz Constantia,4995000
1131,Camps Bay,4.0,5.0,6.0,1068,Trust Property,13990000
1132,Belhar,1.0,3.0,1.0,183,We Trade Property - Northern Suburbs,900000
1133,Rondebosch,3.0,4.0,6.0,725,Sotheby's International Realty - Claremont,7750000
1134,Kirstenhof,3.0,4.0,2.0,726,Tyson Properties Southern Suburbs,3695000
1135,Retreat,1.0,2.0,1.0,,,695000
1136,Clifton,3.0,1.0,,513,Lu Jack,40000000
1137,Retreat,1.0,2.0,1.0,,,695000
1138,Penlyn Estate,2.0,6.0,1.0,,Greeff Christie's International Real Estate - Southern Suburbs,2350000
1139,Newlands,2.0,3.0,2.0,,Jawitz Constantia,6100000
1140,Muizenberg,5.0,9.0,8.0,8351,Erf Size,37500000
1141,Woodstock,2.0,3.0,1.0,117,Erf Size,2295000
1142,Kenilworth Upper,4.0,4.0,6.0,1221,Pam Golding Properties - Southern Suburbs,7995000
1143,Steenberg,1.0,2.0,4.0,,RE/MAX Impact,795000
1144,Sea Point,3.0,4.0,4.0,800,Seeff Sea Point - Sales,11900000
1145,Camps Bay,7.5,6.0,6.0,903,Pam Golding Properties - Camps Bay,38000000
1146,Bergvliet,3.0,4.0,2.0,980,Erf Size,3795000
1147,Constantia,4.5,4.0,4.0,1500,Sotheby's International Realty - Tokai,7950000
1148,Claremont Upper,3.0,3.0,3.0,496,Tyson Properties Southern Suburbs,5200000
1149,Surrey Estate,2.0,4.0,1.0,,,1600000
1150,Vredehoek,2.0,4.0,1.0,758,RE/MAX Living,6950000
1151,Woodstock,2.0,2.0,,160,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2650000
1152,Kenilworth,4.0,5.0,4.0,447,"RE/MAX, Premier - Claremont",3250000
1153,Woodstock,1.0,3.0,,268,Rawson Properties Rawson Auctions Western Cape,1500000
1154,Pelican Park,2.0,3.0,1.0,300,Nadia Moses Real Estates,980000
1155,Constantia,4.0,3.0,20.0,1500,Pam Golding Properties - Southern Suburbs,23500000
1156,Plumstead,1.0,3.0,4.0,500,RE/MAX Elite,2525000
1157,Claremont Upper,3.0,3.0,2.0,496,Greeff Christie's International Real Estate - Southern Suburbs,5300000
1158,Crawford,2.5,3.0,7.0,596,"RE/MAX, Premier - Claremont",2295000
1159,Fresnaye,3.0,4.0,4.0,428,Pam Golding Properties - Atlantic Seaboard,12000000
1160,Wynberg Upper,2.0,3.0,3.0,258,Rawson Properties Constantia,2190000
1161,Charlesville,2.0,4.0,2.0,,Chadlee Real Estate,1395000
1162,Plumstead,2.0,3.0,4.0,395,"RE/MAX, Premier - Claremont",1999000
1163,Grassy Park,1.0,3.0,3.0,556,We Trade Property - Northern Suburbs,795000
1164,Constantia,5.0,5.0,4.0,1902,Tyson Properties Southern Suburbs,16000000
1165,Schaap Kraal,3.0,6.0,1.0,1324,Momentum International Realty - Central,2199000
1166,Cape Town City Centre,,,1.0,323,Bidstream,POA
1167,Green Point,4.5,3.0,2.0,588,RE/MAX Living,12999000
1168,Pinelands,2.0,3.0,1.0,957,"RE/MAX, Property Associates - Pinelands",3899000
1169,Kenilworth Upper,3.5,5.0,4.0,1122,Tyson Properties Southern Suburbs,6950000
1170,Bo Kaap,1.0,3.0,,104,RE/MAX Living,1850000
1171,Ottery,1.0,3.0,2.0,481,Omega Real Estate,1895000
1172,Observatory,2.0,6.0,,293,RE/MAX Living,3350000
1173,Pinelands,2.0,5.0,7.0,1586,"RE/MAX, Property Associates - Pinelands",4150000
1174,Plumstead,2.0,3.0,4.0,395,"RE/MAX, Premier - Claremont",1999000
1175,Salt River,2.0,4.0,,266,Waleed Ras Property Services,2595000
1176,Plumstead,3.5,5.0,5.0,803,RE/MAX Elite,3980000
1177,Fresnaye,2.5,3.0,1.0,571,Dogon Group Sea Point - Head Office,10900000
1178,Newlands,2.5,4.0,3.0,991,Tyson Properties Southern Suburbs,7650000
1179,Muizenberg,3.0,4.0,4.0,140,Eazi Real Estate,1695000
1180,Plumstead,1.0,3.0,6.0,496,NDS Real Estate,2650000
1181,Zeekoevlei,2.0,5.0,3.0,664,Momentum International Realty - Central,2299000
1182,Constantia,5.5,5.0,4.0,6151,Pam Golding Properties - Southern Suburbs,30000000
1183,Rondebosch,2.0,3.0,3.0,550,Robshaw Property Group,3450000
1184,Claremont,2.0,4.0,4.0,494,Pam Golding Properties - Southern Suburbs,3900000
1185,Claremont,2.0,4.0,4.0,740,Seeff Southern Suburbs,5995000
1186,Heideveld,1.0,3.0,,,RE/MAX Impact,490000
1187,Pinelands,1.0,3.0,1.0,1074,Erf Size,3750000
1188,Muizenberg,2.0,3.0,2.0,208,Tyson Properties Southern Suburbs,1450000
1189,Constantia,3.0,4.0,7.0,1317,Keller Williams Eden,4650000
1190,Pinelands,6.0,7.0,4.0,872,Seeff Pinelands,5999000
1191,Camps Bay,6.0,6.0,2.0,331,Pam Golding Properties - Camps Bay,26995000
1192,Southfield,3.0,3.0,4.0,115,Realtor of Excellence,1695000
1193,Newlands,2.0,4.0,4.0,806,Greeff Christie's International Real Estate - Southern Suburbs,10950000
1194,Claremont,2.0,4.0,4.0,740,Seeff Southern Suburbs,5995000
1195,Oranjezicht,2.0,3.0,1.0,132,Sotheby's International Realty - Atlantic Seaboard & City Bowl,4950000
1196,Fresnaye,4.5,4.0,4.0,633,RE/MAX Living,32500000
1197,Mowbray,2.0,4.0,5.0,702,"RE/MAX, Property Associates - Pinelands",3145000
1198,Constantia,3.0,3.0,3.0,1207,RE/MAX Living,22995000
1199,Fresnaye,9.0,9.0,7.0,3027,Soukop Property Group - Sea Point,120000000
1200,Camps Bay,6.0,6.0,5.0,658,Eazi Real Estate,12850000
1201,Rondebosch,5.5,6.0,9.0,1670,BAE Estates & Escapes,14995995
1202,Bantry Bay,5.5,5.0,4.0,794,Tyson Properties Atlantic Seaboard,90000000
1203,Stonehurst Mountain Estate,2.0,3.0,2.0,300,Chas Everitt Cape Town South,4650000
1204,Belgravia,4.0,6.0,8.0,496,"LRE Group, Rondebosch",3150000
1205,Zeekoevlei,2.0,3.0,4.0,329,Rawson Properties Ottery,1695000
1206,Constantia,5.5,5.0,8.0,3795,Greeff Christie's International Real Estate - Southern Suburbs,29000000
1207,Pinelands,2.0,3.0,4.0,,,3250000
1208,Lavender Hill,1.0,2.0,3.0,,Momentum International Realty - Central,429000
1209,Lavender Hill,1.0,3.0,5.0,336,RE/MAX Impact,550000
1210,Belgravia,2.0,3.5,3.0,495,PropertyFox,2450000
1211,Rondebosch East,2.0,3.0,5.0,386,Sale,2300000
1212,Woodstock,2.0,3.0,1.0,288,Tyson Properties Atlantic Seaboard,3600000
1213,Gardens,2.0,3.0,1.0,461,Tyson Properties Atlantic Seaboard,15000000
1214,Bakoven,4.0,4.0,1.0,323,Sale,15900000
1215,Southfield,2.0,4.0,4.0,498,Sotheby's International Realty - Claremont,2795000
1216,Woodstock,1.0,2.0,1.0,43,Pam Golding Properties - Southern Suburbs,1395000
1217,Constantia,5.5,5.0,8.0,3795,Greeff Christie's International Real Estate - Southern Suburbs,29000000
1218,Constantia,2.0,3.0,2.0,154,Pam Golding Properties - Southern Suburbs,3495000
1219,Elfindale,3.0,4.0,7.0,660,Rawson Properties Constantia,2895000
1220,Heathfield,2.0,3.0,7.0,440,Harcourts Maynard Burgoyne,2695000
1221,Rondebosch,3.0,5.0,4.0,1143,Seeff Southern Suburbs,10500000
1222,Guguletu,1.0,3.0,3.0,210,We Trade Property - Northern Suburbs,500000
1223,Rylands,2.0,5.0,10.0,496,RE/MAX Elite,2290000
1224,Plumstead,2.0,3.0,1.0,508,Rawson Properties Constantia,2995000
1225,Thornton,2.0,4.0,5.0,595,Harcourts Maynard Burgoyne,2195000
1226,Kenilworth Upper,3.0,4.0,6.0,938,Pam Golding Properties - Southern Suburbs,6950000
1227,Newlands,2.5,3.0,2.0,,Jawitz Constantia,5795000
1228,Marina Da Gama,3.0,3.0,1.0,333,Keller Williams Explore Properties,2390000
1229,Pelican Park,1.0,2.0,3.0,143,ERA Northern Suburbs,950000
1230,Constantia,4.5,6.0,6.0,1526,Tyson Properties Southern Suburbs,14500000
1231,Fresnaye,5.0,5.0,2.0,450,Erf Size,22500000
1232,Camps Bay,4.0,4.0,4.0,,Lionlead Real Estate,14890000
1233,Rondebosch East,1.0,2.0,4.0,185,Diversity Real Estate,1950000
1234,Bishop Lavis,1.0,3.0,3.0,,FPS Properties,1180000
1235,Pinelands,5.0,5.0,5.0,676,Pam Golding Properties - Southern Suburbs,3995000
1236,Newlands,2.5,3.0,2.0,,Jawitz Constantia,5795000
1237,Llandudno,6.0,6.0,5.0,991,Dogon Group Sea Point - Head Office,59000000
1238,Muizenberg,1.0,2.0,1.0,200,Property.CoZa - Southern Peninsula,1200000
1239,Bishopscourt,3.0,3.0,7.0,1283,Pam Golding Properties - Southern Suburbs,8950000
1240,Muizenberg,2.0,3.0,6.0,601,Rawson Properties Strandfontein,2950000
1241,Gardens,2.5,3.0,,137,Pam Golding Properties - City Bowl,5200000
1242,Newlands,2.0,4.0,5.0,776,"RE/MAX, Premier - Claremont",6750000
1243,Diep River,3.0,4.0,4.0,807,"RE/MAX, Premier - Claremont",3450000
1244,Kirstenhof,2.0,5.0,4.0,695,Chas Everitt Cape Town South,3795000
1245,Newlands,2.0,4.0,3.0,595,Seeff Southern Suburbs,8500000
1246,Lakeside,10.0,9.0,9.0,1248,Dogon Group Southern Suburbs,22000000
1247,Constantia,3.0,3.0,3.0,415,Seeff Southern Suburbs,6300000
1248,Camps Bay,5.5,6.0,3.0,805,Jawitz Atlantic Seaboard,35000000
1249,Claremont Upper,2.0,3.0,2.0,362,Seeff Southern Suburbs,5750000
1250,Fresnaye,5.0,5.0,8.0,,Lynn Estates,150000000
1251,Plumstead,3.0,6.0,,,Rawson Properties Constantia,4650000
1252,Higgovale,3.0,4.0,2.0,495,"Kapstadt International Properties cc, Gardens",14900000
1253,Bishopscourt,3.0,5.0,7.0,6500,Pam Golding Properties - Southern Suburbs,19950000
1254,Green Point,3.0,3.0,1.0,378,Sale,7950000
1255,Lakeside,10.0,9.0,9.0,1248,Dogon Group Southern Suburbs,22000000
1256,Meadowridge,2.0,3.0,4.0,872,Jawitz Constantia,3950000
1257,Green Point,18.0,15.0,12.0,1350,Property.CoZa - Atlantic Seaboard,19500000
1258,Tamboerskloof,4.0,3.0,,258,Sale,6495000
1259,Maitland,1.0,3.0,1.0,412,SAPROPERTY.COM - Cape Town,1950000
1260,Charlesville,1.0,3.0,1.0,,Chadlee Real Estate,1200000
1261,Green Point,3.5,3.0,2.0,404,Seeff Sea Point - Sales,6495000
1262,Grassy Park,1.0,3.0,3.0,417,Pam Golding Properties - South Eastern Suburbs,1750000
1263,Plumstead,3.0,5.0,2.0,496,Chas Everitt Cape Town South,3550000
1264,Grassy Park,1.0,3.0,2.0,497,Pam Golding Properties - South Eastern Suburbs,2190000
1265,Wynberg,5.0,6.0,4.0,496,ClareMart Auction Group,POA
1266,Pelican Park,1.0,2.0,1.0,,Momentum International Realty - Central,699000
1267,Pelican Park,1.0,2.0,1.0,,Momentum International Realty - Central,699000
1268,Rondebosch,3.0,4.0,4.0,934,"RE/MAX, Premier - Claremont",8000000
1269,Bonteheuwel,2.0,3.0,1.0,,RE/MAX Impact,520000
1270,Observatory,1.0,2.0,2.0,245,Rawson Properties Constantia,2250000
1271,Woodstock,2.0,5.0,,,"RE/MAX, Property Associates - Pinelands",2250000
1272,Newlands,2.5,3.0,2.0,,Sale,7200000
1273,Bergvliet,2.0,3.0,3.0,705,Erf Size,3095000
1274,Lotus River,,,,,Dawn Properties,1599000
1275,Claremont,1.0,2.0,2.0,198,"RE/MAX, Premier - Claremont",1750000
1276,Marina Da Gama,2.0,3.0,2.0,700,Keller Williams Explore Properties,3150000
1277,Bo Kaap,1.0,1.0,1.0,,Omega Real Estate,2600000
1278,Newlands,2.0,4.0,2.0,898,Keller Williams Eden,8200000
1279,De Waterkant,3.0,3.0,,149,"Leapfrog, City Bowl",12950000
1280,Newlands,4.0,4.0,5.0,880,Vineyard Estates,7600000
1281,Tokai,2.5,4.0,6.0,1069,Eazi Real Estate,4700000
1282,Woodstock,1.5,4.0,,100,"RE/MAX, Property Associates - Pinelands",2350000
1283,Camps Bay,5.0,4.0,3.0,,Law Real Estate,85000000
1284,Woodstock,1.0,3.0,,1022,Tyson Properties Atlantic Seaboard,1650000
1285,Pelican Park,1.0,2.0,2.0,169,Realtor of Excellence,779000
1286,Muizenberg,8.0,8.0,,494,RE/MAX Elite,5500000
1287,Oranjezicht,3.0,4.0,2.0,414,RE/MAX Living,6900000
1288,Claremont,1.5,3.0,12.0,882,Seeff Southern Suburbs,5900000
1289,Camps Bay,2.0,2.0,2.0,994,Sale,10900000
1290,Sea Point,4.0,4.0,2.0,155,Seeff Sea Point - Sales,5995000
1291,St James,2.0,5.0,2.0,486,Glendyr Dade Properties,6800000
1292,Philippi,3.0,3.0,,6250,The Real Estate Company Cape Town,5650000
1293,Observatory,2.0,3.0,,163,Pam Golding Properties - Southern Suburbs,2700000
1294,Walmer Estate,1.0,3.0,,305,"LRE Group, Rondebosch",2490000
1295,Rondebosch,2.0,3.0,1.0,420,Seeff Southern Suburbs,3850000
1296,Newlands,3.0,4.0,5.0,517,Tyson Properties Southern Suburbs,7200000
1297,Wynberg Upper,,,,4038,Greeff Christie's International Real Estate - Southern Suburbs,27000000
1298,Vredehoek,3.0,5.0,2.0,375,Jawitz Atlantic Seaboard,5595000
1299,Fresnaye,3.5,4.0,4.0,681,The Agency Property Group,24995000
1300,Pelican Park,1.0,2.0,2.0,169,Realtor of Excellence,779000
1301,Llandudno,5.0,5.0,5.0,991,Meridian Realty,POA
1302,Claremont,3.0,4.0,4.0,714,Seeff Southern Suburbs,5900000
1303,Constantia,5.5,5.0,4.0,1350,Sale,15500000
1304,Green Point,5.0,5.0,4.0,565,Live Real Estate,11950000
1305,Observatory,1.5,1.0,1.0,,Robshaw Property Group,3250000
1306,Llandudno,4.0,4.0,3.0,768,Atteridge Real Estate,25500000
1307,Woodstock,2.0,3.0,2.0,406,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",4500000
1308,Walmer Estate,2.0,4.0,,,Lionlead Real Estate,2500000
1309,Woodstock,1.0,2.0,,170,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1850000
1310,Claremont Upper,3.0,4.0,,412,Rawson Properties Constantia,4495000
1311,Maitland,1.0,3.0,3.0,495,Erf Size,1850000
1312,Claremont,1.0,3.0,1.0,400,"RE/MAX, Premier - Claremont",3700000
1313,Gardens,11.0,33.0,2.0,1930,Erf Size,25000000
1314,Green Point,2.5,3.0,2.0,,RE/MAX Living,8496000
1315,Claremont,2.5,3.0,3.0,565,Brooks and Michaels,4990000
1316,Kalk Bay,1.0,2.0,,192,Sale,5250000
1317,Maitland,1.0,3.0,3.0,495,Erf Size,1850000
1318,Marina Da Gama,2.0,3.0,2.0,243,Keller Williams Explore Properties,2490000
1319,Observatory,2.5,3.0,2.0,,Lionlead Real Estate,1895000
1320,Clifton,5.0,5.0,1.0,345,Dogon Group Sea Point - Head Office,39000000
1321,Observatory,1.0,2.0,,106,Chas Everitt Atlantic Seaboard and City Bowl,1950000
1322,Woodstock,1.0,2.0,,89,Evolution Properties,1395000
1323,Claremont Upper,4.0,4.0,4.0,496,Keller Williams Eden,8750000
1324,Harfield Village,3.0,4.0,2.0,511,Rawson Properties Constantia,3495000
1325,Wynberg Upper,2.0,3.0,3.0,441,Eazi Real Estate,3500000
1326,Plumstead,3.0,4.0,3.0,496,Rawson Properties Constantia,4750000
1327,Newlands,2.0,3.0,2.0,,Upton Properties Newlands,4950000
1328,Kirstenhof,1.0,3.0,1.0,752,Rawson Properties Constantia,2750000
1329,Athlone,3.0,3.0,3.0,545,Jawitz South East Suburbs,2695000
1330,Tamboerskloof,5.0,5.0,2.0,498,RE/MAX Living,25500000
1331,Newlands,3.0,3.0,2.0,446,Knight Frank,7600000
1332,Lakeside,10.0,10.0,,1549,Keller Williams Eden,13000000
1333,Fresnaye,4.0,4.0,3.0,1041,Pam Golding Properties - Atlantic Seaboard,23950000
1334,Maitland,,,,765,ClareMart Auction Group,POA
1335,Camps Bay,4.0,4.0,2.0,514,RE/MAX Living,39995000
1336,Thornton,2.0,4.0,4.0,606,Property Alliance,2295000
1337,Newlands,3.0,4.0,,310,"RE/MAX, Premier - Claremont",3999975
1338,Bridgetown,3.0,7.0,,284,Nadia Moses Real Estates,2100000
1339,Higgovale,3.0,3.0,2.0,,RE/MAX Living,10995000
1340,Woodstock,2.0,2.0,,134,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",1795000
1341,Llandudno,5.0,5.0,5.0,,Air Property,POA
1342,Maitland,,,,765,ClareMart Auction Group,POA
1343,Newlands,3.0,3.0,3.0,366,Evolution Properties,6450000
1344,Vredehoek,5.0,4.0,2.0,313,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",9495000
1345,Fairways,3.0,9.0,6.0,496,RE/MAX Impact,3750000
1346,Ottery,2.0,3.0,1.0,306,Pam Golding Properties - South Eastern Suburbs,1950000
1347,Pinelands,1.0,2.0,2.0,311,"RE/MAX, Property Associates - Pinelands",2100000
1348,Camps Bay,3.5,4.0,2.0,497,RE/MAX Living,13900000
1349,Rondebosch,4.0,5.0,8.0,1143,Pam Golding Properties - Southern Suburbs,10500000
1350,Claremont Upper,2.0,2.0,2.0,153,Seeff Southern Suburbs,2995000
1351,Newlands,3.0,3.0,2.0,625,Pam Golding Properties - Southern Suburbs,5450000
1352,Claremont,1.0,3.0,7.0,411,Seeff Southern Suburbs,2950000
1353,Sea Point,2.5,3.0,1.0,129,Pam Golding Properties - Atlantic Seaboard,5395000
1354,Grassy Park,2.5,4.0,9.0,469,Eazi Real Estate,1800000
1355,Green Point,3.0,3.0,4.0,561,Seeff Sea Point - Sales,9995000
1356,Green Point,1.0,2.0,,108,Chas Everitt Atlantic Seaboard and City Bowl,2995000
1357,Marina Da Gama,2.0,4.0,4.0,527,"RE/MAX, Premier - Claremont",2150000
1358,Claremont Upper,2.0,2.0,2.0,153,Seeff Southern Suburbs,2995000
1359,Observatory,2.0,3.0,2.0,250,Tyson Properties Atlantic Seaboard,3995000
1360,Claremont Upper,3.5,4.0,2.0,495,Sotheby's International Realty - Claremont,8250000
1361,Surrey Estate,3.0,5.0,6.0,,Rawson Properties Ottery,2500000
1362,Belthorne Estate,3.0,5.0,,561,RE/MAX In Motion (Mitchells Plain),2250000
1363,Pelican Park,2.0,3.0,2.0,83,Momentum International Realty - Central,600000
1364,Claremont Upper,3.5,3.0,2.0,184,Sotheby's International Realty - Claremont,7000000
1365,Oranjezicht,2.5,3.0,,148,RE/MAX Living,5395000
1366,Rondebosch East,5.0,6.0,2.0,446,Michelle Thomas Properties,3999000
1367,Belhar,2.0,3.0,2.0,517,We Trade Property - Northern Suburbs,1650000
1368,Woodstock,1.0,3.0,,,Lionlead Real Estate,2100000
1369,Pinelands,1.0,3.0,7.0,818,Harcourts Maynard Burgoyne,3250000
1370,Athlone,4.0,4.0,6.0,498,Pam Golding Properties - Southern Suburbs,2950000
1371,Camps Bay,2.5,3.0,2.0,142,The Cape Town Real Estate Company,11500000
1372,Bantry Bay,3.0,3.0,1.0,287,Lance Real Estate,5250000
1373,Observatory,2.0,4.0,,167,Rawson Properties Rawson Auctions Western Cape,2000000
1374,Observatory,2.0,2.0,,,RE/MAX Living,1690000
1375,Zwaanswyk,2.0,4.0,10.0,4755,Pam Golding Properties - Southern Suburbs,15995000
1376,Belhar,2.0,3.0,2.0,517,We Trade Property - Northern Suburbs,1650000
1377,Constantia,5.5,5.0,9.0,2124,Blue Chip Properties,8950000
1378,Rondebosch,,,,,RE/MAX Living,14760000
1379,Kenilworth,1.0,2.0,2.0,165,Heads Residential Property,2295000
1380,Constantia,2.5,4.0,5.0,2183,Pam Golding Properties - Southern Suburbs,6999000
1381,Gardens,2.5,2.0,,174,Pam Golding Properties - City Bowl,4300000
1382,Salt River,1.0,2.0,,124,Tyson Properties Atlantic Seaboard,1750000
1383,Marina Da Gama,2.0,3.0,1.0,525,Pam Golding Properties - Muizenberg,2780000
1384,Pinelands,2.0,4.0,2.0,838,Realty Atlas,2795000
1385,Ottery,2.0,4.0,14.0,,RE/MAX Elite,2390000
1386,Woodstock,2.0,6.0,,,"RE/MAX, Property Associates - Pinelands",2350000
1387,Cape Town City Centre,1.0,1.0,1.0,,REDZ etc,2500000
1388,Newlands,1.0,2.0,1.0,206,Seeff Southern Suburbs,3500000
1389,Constantia,2.0,3.0,3.0,306,Chas Everitt Cape Town South,3350000
1390,Constantia,4.0,5.0,2.0,1521,Greeff Christie's International Real Estate - Southern Suburbs,17950000
1391,Pelican Park,1.0,2.0,1.0,83,Erf Size,495000
1392,Grassy Park,3.0,3.0,4.0,,Rawson Properties Ottery,1495000
1393,Woodstock,1.0,2.0,1.0,149,"Greeff Christie's International Real Estate - City Bowl, Atlantic & Western Seaboard",2900000
1394,Lavender Hill,1.0,1.0,1.0,191,Momentum International Realty - Central,380000
1395,Zonnebloem,1.0,3.0,1.0,185,Steer International Properties,2785000
1396,Constantia,3.0,5.0,5.0,1499,Fine & Country - Associates,5250000
1397,Woodstock,2.0,4.0,3.0,318,"RE/MAX, Property Associates - Pinelands",3650000
1398,Belhar,1.0,3.0,1.0,180,FPS Properties,650000
1399,Tokai,4.0,4.0,5.0,716,RE/MAX Elite,4795000
1400,Kensington,1.0,3.0,,,,1850000
1401,Constantia,4.0,5.0,4.0,1412,Fine & Country - Associates,6995000
1402,Observatory,2.0,3.0,1.0,215,Sharon Ball Properties,2475000
1403,Wynberg,2.5,3.0,2.0,215,Greeff Christie's International Real Estate - Southern Suburbs,1995000
1404,Muizenberg,3.0,4.0,6.0,445,Etienne Genis Attorneys,2750000
1405,Oranjezicht,3.0,6.0,8.0,677,Annenberg Property Group,10500000
1406,Pelican Park,1.0,2.0,1.0,83,Erf Size,495000
1407,Mowbray,1.0,2.0,,122,"RE/MAX, Property Associates - Pinelands",2200000
1408,Claremont Upper,2.0,3.0,3.0,310,Pam Golding Properties - Southern Suburbs,5900000
1409,Fairways,1.0,3.0,1.0,496,Law24,1795000
1410,Woodstock,1.0,2.0,,,RE/MAX Living,2595000
1411,Observatory,1.0,4.0,1.0,262,Erf Size,1990000
1412,Constantia,6.0,5.0,3.0,1355,Pam Golding Properties - Southern Suburbs,28500000
1413,Constantia,5.0,5.0,7.0,1425,Fine & Country - Associates,7250000
1414,Surrey Estate,1.0,6.0,2.0,480,Momentum International Realty - Central,2500000
1415,Constantia,4.0,3.0,2.0,659,Greeff Christie's International Real Estate - Southern Suburbs,11520000
1416,High Constantia,3.0,5.0,13.0,4318,Lola Kramer Properties,15900000
1417,Constantia,2.5,3.0,2.0,1560,Greeff Christie's International Real Estate - Southern Suburbs,6700000
1418,Fresnaye,3.0,5.0,2.0,595,Lance Real Estate,19950000
1419,Bishop Lavis,1.0,3.0,2.0,394,Erf Size,999000
1420,Walmer Estate,2.0,2.0,,116,Eazi Real Estate,2500000
1421,Bergvliet,2.0,5.0,2.0,892,Sotheby's International Realty - Tokai,4990000
1422,Crawford,1.0,3.0,,420,Leadhome,1995000
1423,Bishop Lavis,1.0,3.0,2.0,394,Erf Size,999000
1424,Oranjezicht,3.5,4.0,4.0,405,Pam Golding Properties - City Bowl,9900000
1425,Woodstock,1.5,3.0,1.0,124,Law24,1995000
1426,Constantia,2.5,3.0,5.0,1349,Sotheby's International Realty - Tokai,6500000
1427,Constantia,5.0,5.0,6.0,2000,Fine & Country - Associates,10900000
1428,Constantia,5.5,5.0,3.0,2338,Pam Golding Properties - Southern Suburbs,12500000
1429,Kenilworth Upper,4.0,5.0,3.0,1011,The Cape Town Real Estate Company,7900000
1430,Green Point,2.0,3.0,2.0,292,Seeff Sea Point - Sales,5695000
1431,Newlands,3.5,4.0,4.0,773,Tyson Properties Southern Suburbs,5950000
1432,Bonteheuwel,1.0,2.0,1.0,107,Theron Property Group,499000
1433,Zwaanswyk,,,,5000,Simply Perfect,19950000
1434,Fresnaye,2.0,3.0,,160,Tyson Properties Atlantic Seaboard,6700000
1435,Wynberg Upper,3.0,3.0,2.0,430,Seeff Southern Suburbs,5500000
